PC6,hh_ID,hh_size,neighb_code,hh_type,income_group,car_ownership,longitude,latitude,PC4
2546RH,4229,1,BU05183284,single,income_2_10,1,4.26937140696775,52.056053741922,2546
2546RH,755,3,BU05183284,single-parent,income_1_10,1,4.26937140696775,52.056053741922,2546
2546RH,5030,1,BU05183284,single,income_5_10,1,4.26937140696775,52.056053741922,2546
2546RH,4456,1,BU05183284,single,income_1_10,0,4.26937140696775,52.056053741922,2546
2546RH,7731,1,BU05183284,single,income_4_10,0,4.26937140696775,52.056053741922,2546
2546RH,333,4,BU05183284,single-parent,income_2_10,1,4.26937140696775,52.056053741922,2546
2546RH,1632,3,BU05183284,couple_with_children,income_4_10,0,4.26937140696775,52.056053741922,2546
2546RH,4822,1,BU05183284,single,income_2_10,0,4.26937140696775,52.056053741922,2546
2546RH,7219,1,BU05183284,single,income_5_10,0,4.26937140696775,52.056053741922,2546
2546RH,1224,2,BU05183284,single-parent,income_3_10,1,4.26937140696775,52.056053741922,2546
2546RH,1545,3,BU05183284,couple_with_children,income_5_10,0,4.26937140696775,52.056053741922,2546
2546RH,3580,2,BU05183284,couple_without_children,income_6_10,0,4.26937140696775,52.056053741922,2546
2546RH,3565,2,BU05183284,couple_without_children,income_4_10,0,4.26937140696775,52.056053741922,2546
2546RH,3058,2,BU05183284,couple_without_children,income_9_10,0,4.26937140696775,52.056053741922,2546
2546RH,164,5,BU05183284,couple_with_children,income_7_10,0,4.26937140696775,52.056053741922,2546
2546RH,962,3,BU05183284,single-parent,income_2_10,0,4.26937140696775,52.056053741922,2546
2546RH,1500,2,BU05183284,single-parent,income_5_10,1,4.26937140696775,52.056053741922,2546
2546RJ,1682,3,BU05183284,couple_with_children,income_10_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,2167,2,BU05183284,couple_without_children,income_3_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,6295,1,BU05183284,single,income_1_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,687,4,BU05183284,couple_with_children,income_2_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,141,5,BU05183284,couple_with_children,income_5_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,5890,1,BU05183284,single,income_1_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,1297,3,BU05183284,couple_with_children,income_6_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,2877,2,BU05183284,couple_without_children,income_2_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,6638,1,BU05183284,single,income_1_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,4578,1,BU05183284,single,income_1_10,1,4.26877173941837,52.0560110186944,2546
2546RJ,3839,2,BU05183284,couple_without_children,income_2_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,4437,1,BU05183284,single,income_6_10,1,4.26877173941837,52.0560110186944,2546
2546RJ,3552,2,BU05183284,couple_without_children,income_3_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,2319,2,BU05183284,couple_without_children,income_7_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,5270,1,BU05183284,single,income_4_10,1,4.26877173941837,52.0560110186944,2546
2546RJ,3219,2,BU05183284,couple_without_children,income_10_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,64,5,BU05183284,couple_with_children,income_7_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,2778,2,BU05183284,couple_without_children,income_1_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,614,3,BU05183284,single-parent,income_9_10,1,4.26877173941837,52.0560110186944,2546
2546RJ,4404,1,BU05183284,single,income_1_10,1,4.26877173941837,52.0560110186944,2546
2546RJ,853,4,BU05183284,couple_with_children,income_6_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,6515,1,BU05183284,single,income_6_10,1,4.26877173941837,52.0560110186944,2546
2546RJ,6119,1,BU05183284,single,income_1_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,1386,3,BU05183284,couple_with_children,income_9_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,7492,1,BU05183284,single,income_2_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,3032,2,BU05183284,couple_without_children,income_7_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,1426,2,BU05183284,single-parent,income_2_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,7012,1,BU05183284,single,income_9_10,1,4.26877173941837,52.0560110186944,2546
2546RJ,1766,3,BU05183284,couple_with_children,income_7_10,0,4.26877173941837,52.0560110186944,2546
2546RJ,5217,1,BU05183284,single,income_8_10,1,4.26877173941837,52.0560110186944,2546
2546RJ,6408,1,BU05183284,single,income_5_10,1,4.26877173941837,52.0560110186944,2546
2546RJ,3158,2,BU05183284,couple_without_children,income_1_10,0,4.26877173941837,52.0560110186944,2546
2546RK,337,5,BU05183284,couple_with_children,income_6_10,0,4.26790215364548,52.0565477381132,2546
2546RK,3329,2,BU05183284,couple_without_children,income_9_10,0,4.26790215364548,52.0565477381132,2546
2546RK,160,4,BU05183284,single-parent,income_2_10,1,4.26790215364548,52.0565477381132,2546
2546RK,4078,1,BU05183284,single,income_2_10,0,4.26790215364548,52.0565477381132,2546
2546RK,464,3,BU05183284,single-parent,income_4_10,0,4.26790215364548,52.0565477381132,2546
2546RK,5659,1,BU05183284,single,income_4_10,1,4.26790215364548,52.0565477381132,2546
2546RK,727,4,BU05183284,couple_with_children,income_7_10,0,4.26790215364548,52.0565477381132,2546
2546RK,6386,1,BU05183284,single,income_1_10,0,4.26790215364548,52.0565477381132,2546
2546RK,2363,2,BU05183284,couple_without_children,income_5_10,0,4.26790215364548,52.0565477381132,2546
2546RK,6192,1,BU05183284,single,income_5_10,0,4.26790215364548,52.0565477381132,2546
2546RK,2716,2,BU05183284,couple_without_children,income_10_10,0,4.26790215364548,52.0565477381132,2546
2546RK,7834,1,BU05183284,single,income_3_10,0,4.26790215364548,52.0565477381132,2546
2546RK,4873,1,BU05183284,single,income_3_10,1,4.26790215364548,52.0565477381132,2546
2546RK,3434,2,BU05183284,couple_without_children,income_10_10,0,4.26790215364548,52.0565477381132,2546
2546RK,411,4,BU05183284,couple_with_children,income_1_10,0,4.26790215364548,52.0565477381132,2546
2546RK,123,5,BU05183284,couple_with_children,income_5_10,0,4.26790215364548,52.0565477381132,2546
2546RK,252,4,BU05183284,single-parent,income_5_10,1,4.26790215364548,52.0565477381132,2546
2546RK,6021,1,BU05183284,single,income_1_10,1,4.26790215364548,52.0565477381132,2546
2546RK,2254,2,BU05183284,couple_without_children,income_8_10,0,4.26790215364548,52.0565477381132,2546
2546RK,5231,1,BU05183284,single,income_5_10,0,4.26790215364548,52.0565477381132,2546
2546RK,4112,1,BU05183284,single,income_4_10,0,4.26790215364548,52.0565477381132,2546
2546RK,4506,1,BU05183284,single,income_6_10,0,4.26790215364548,52.0565477381132,2546
2546RK,1253,3,BU05183284,couple_with_children,income_4_10,0,4.26790215364548,52.0565477381132,2546
2546RK,4441,1,BU05183284,single,income_5_10,1,4.26790215364548,52.0565477381132,2546
2546RK,2459,2,BU05183284,couple_without_children,income_9_10,0,4.26790215364548,52.0565477381132,2546
2546RK,4868,1,BU05183284,single,income_2_10,1,4.26790215364548,52.0565477381132,2546
2546RK,5923,1,BU05183284,single,income_9_10,1,4.26790215364548,52.0565477381132,2546
2546RK,6166,1,BU05183284,single,income_2_10,0,4.26790215364548,52.0565477381132,2546
2546RK,606,3,BU05183284,single-parent,income_2_10,0,4.26790215364548,52.0565477381132,2546
2546RK,3869,2,BU05183284,couple_without_children,income_3_10,0,4.26790215364548,52.0565477381132,2546
2546RK,4412,1,BU05183284,single,income_1_10,0,4.26790215364548,52.0565477381132,2546
2546RK,1441,2,BU05183284,single-parent,income_1_10,0,4.26790215364548,52.0565477381132,2546
2546RK,3210,2,BU05183284,couple_without_children,income_4_10,0,4.26790215364548,52.0565477381132,2546
2546RK,2931,2,BU05183284,couple_without_children,income_4_10,0,4.26790215364548,52.0565477381132,2546
2546RK,5317,1,BU05183284,single,income_1_10,0,4.26790215364548,52.0565477381132,2546
2546RK,522,4,BU05183284,couple_with_children,income_7_10,0,4.26790215364548,52.0565477381132,2546
2546RK,1535,3,BU05183284,couple_with_children,income_5_10,0,4.26790215364548,52.0565477381132,2546
2546RK,1070,3,BU05183284,single-parent,income_1_10,0,4.26790215364548,52.0565477381132,2546
2546RK,1623,3,BU05183284,couple_with_children,income_10_10,0,4.26790215364548,52.0565477381132,2546
2546RK,7439,1,BU05183284,single,income_1_10,0,4.26790215364548,52.0565477381132,2546
2546RK,5901,1,BU05183284,single,income_2_10,0,4.26790215364548,52.0565477381132,2546
2546RK,4444,1,BU05183284,single,income_3_10,0,4.26790215364548,52.0565477381132,2546
2546RK,2030,3,BU05183284,couple_with_children,income_7_10,0,4.26790215364548,52.0565477381132,2546
2546RK,2761,2,BU05183284,couple_without_children,income_10_10,0,4.26790215364548,52.0565477381132,2546
2546RK,6772,1,BU05183284,single,income_4_10,1,4.26790215364548,52.0565477381132,2546
2546RK,6117,1,BU05183284,single,income_1_10,1,4.26790215364548,52.0565477381132,2546
2546RK,3725,2,BU05183284,couple_without_children,income_10_10,0,4.26790215364548,52.0565477381132,2546
2546RK,6642,1,BU05183284,single,income_8_10,1,4.26790215364548,52.0565477381132,2546
2546RK,284,5,BU05183284,couple_with_children,income_7_10,0,4.26790215364548,52.0565477381132,2546
2546RK,4411,1,BU05183284,single,income_3_10,0,4.26790215364548,52.0565477381132,2546
2546RK,6383,1,BU05183284,single,income_9_10,0,4.26790215364548,52.0565477381132,2546
2546RK,751,4,BU05183284,couple_with_children,income_8_10,0,4.26790215364548,52.0565477381132,2546
2546RK,5626,1,BU05183284,single,income_1_10,0,4.26790215364548,52.0565477381132,2546
2546RK,289,4,BU05183284,single-parent,income_4_10,1,4.26790215364548,52.0565477381132,2546
2546RK,3750,2,BU05183284,couple_without_children,income_5_10,0,4.26790215364548,52.0565477381132,2546
2546RK,1256,2,BU05183284,single-parent,income_10_10,1,4.26790215364548,52.0565477381132,2546
2546RL,565,3,BU05183284,single-parent,income_1_10,0,4.26931903429878,52.0554472930463,2546
2546RL,4664,1,BU05183284,single,income_9_10,0,4.26931903429878,52.0554472930463,2546
2546RL,826,3,BU05183284,single-parent,income_2_10,1,4.26931903429878,52.0554472930463,2546
2546RL,7750,1,BU05183284,single,income_1_10,1,4.26931903429878,52.0554472930463,2546
2546RL,6929,1,BU05183284,single,income_6_10,1,4.26931903429878,52.0554472930463,2546
2546RL,1598,3,BU05183284,couple_with_children,income_5_10,0,4.26931903429878,52.0554472930463,2546
2546RL,6287,1,BU05183284,single,income_2_10,1,4.26931903429878,52.0554472930463,2546
2546RL,4546,1,BU05183284,single,income_1_10,1,4.26931903429878,52.0554472930463,2546
2546RL,540,4,BU05183284,couple_with_children,income_7_10,0,4.26931903429878,52.0554472930463,2546
2546RL,6410,1,BU05183284,single,income_5_10,0,4.26931903429878,52.0554472930463,2546
2546RL,7986,1,BU05183284,single,income_7_10,0,4.26931903429878,52.0554472930463,2546
2546RL,2373,2,BU05183284,couple_without_children,income_1_10,0,4.26931903429878,52.0554472930463,2546
2546RL,4721,1,BU05183284,single,income_5_10,0,4.26931903429878,52.0554472930463,2546
2546RL,1134,4,BU05183284,couple_with_children,income_1_10,0,4.26931903429878,52.0554472930463,2546
2546RL,982,3,BU05183284,single-parent,income_8_10,1,4.26931903429878,52.0554472930463,2546
2546RL,6389,1,BU05183284,single,income_3_10,1,4.26931903429878,52.0554472930463,2546
2546RL,1869,3,BU05183284,couple_with_children,income_5_10,0,4.26931903429878,52.0554472930463,2546
2546RL,7137,1,BU05183284,single,income_8_10,1,4.26931903429878,52.0554472930463,2546
2546RL,5512,1,BU05183284,single,income_2_10,1,4.26931903429878,52.0554472930463,2546
2546RL,6109,1,BU05183284,single,income_1_10,0,4.26931903429878,52.0554472930463,2546
2546RL,7149,1,BU05183284,single,income_9_10,0,4.26931903429878,52.0554472930463,2546
2546RL,6025,1,BU05183284,single,income_2_10,0,4.26931903429878,52.0554472930463,2546
2546RL,3418,2,BU05183284,couple_without_children,income_6_10,0,4.26931903429878,52.0554472930463,2546
2546RL,2021,3,BU05183284,couple_with_children,income_9_10,0,4.26931903429878,52.0554472930463,2546
2546RL,5555,1,BU05183284,single,income_8_10,0,4.26931903429878,52.0554472930463,2546
2546RL,4734,1,BU05183284,single,income_4_10,0,4.26931903429878,52.0554472930463,2546
2546RL,4607,1,BU05183284,single,income_6_10,0,4.26931903429878,52.0554472930463,2546
2546RL,466,4,BU05183284,couple_with_children,income_3_10,0,4.26931903429878,52.0554472930463,2546
2546RL,7669,1,BU05183284,single,income_1_10,0,4.26931903429878,52.0554472930463,2546
2546RL,3300,2,BU05183284,couple_without_children,income_7_10,0,4.26931903429878,52.0554472930463,2546
2546RL,5205,1,BU05183284,single,income_9_10,0,4.26931903429878,52.0554472930463,2546
2546RM,4593,1,BU05183284,single,income_3_10,1,4.26830586953359,52.0566510817199,2546
2546RM,639,4,BU05183284,couple_with_children,income_7_10,0,4.26830586953359,52.0566510817199,2546
2546RM,5050,1,BU05183284,single,income_8_10,0,4.26830586953359,52.0566510817199,2546
2546RM,1614,3,BU05183284,couple_with_children,income_6_10,0,4.26830586953359,52.0566510817199,2546
2546RM,4443,1,BU05183284,single,income_1_10,0,4.26830586953359,52.0566510817199,2546
2546RM,7644,1,BU05183284,single,income_7_10,1,4.26830586953359,52.0566510817199,2546
2546RM,4957,1,BU05183284,single,income_2_10,0,4.26830586953359,52.0566510817199,2546
2546RM,3438,2,BU05183284,couple_without_children,income_9_10,0,4.26830586953359,52.0566510817199,2546
2546RM,1326,2,BU05183284,single-parent,income_7_10,1,4.26830586953359,52.0566510817199,2546
2546RM,3753,2,BU05183284,couple_without_children,income_10_10,0,4.26830586953359,52.0566510817199,2546
2546RM,469,4,BU05183284,couple_with_children,income_10_10,0,4.26830586953359,52.0566510817199,2546
2546RM,3595,2,BU05183284,couple_without_children,income_2_10,0,4.26830586953359,52.0566510817199,2546
2546RM,7793,1,BU05183284,single,income_7_10,1,4.26830586953359,52.0566510817199,2546
2546RM,1358,3,BU05183284,couple_with_children,income_8_10,0,4.26830586953359,52.0566510817199,2546
2546RM,4686,1,BU05183284,single,income_1_10,1,4.26830586953359,52.0566510817199,2546
2546RM,5778,1,BU05183284,single,income_2_10,1,4.26830586953359,52.0566510817199,2546
2546RM,802,3,BU05183284,single-parent,income_1_10,1,4.26830586953359,52.0566510817199,2546
2546RM,4672,1,BU05183284,single,income_2_10,1,4.26830586953359,52.0566510817199,2546
2546RM,4735,1,BU05183284,single,income_2_10,0,4.26830586953359,52.0566510817199,2546
2546RM,2753,2,BU05183284,couple_without_children,income_10_10,0,4.26830586953359,52.0566510817199,2546
2546RM,3812,2,BU05183284,couple_without_children,income_1_10,0,4.26830586953359,52.0566510817199,2546
2546RM,6835,1,BU05183284,single,income_2_10,0,4.26830586953359,52.0566510817199,2546
2546RM,7838,1,BU05183284,single,income_2_10,0,4.26830586953359,52.0566510817199,2546
2546RM,4673,1,BU05183284,single,income_2_10,0,4.26830586953359,52.0566510817199,2546
2546RM,2849,2,BU05183284,couple_without_children,income_6_10,0,4.26830586953359,52.0566510817199,2546
2546RM,782,3,BU05183284,single-parent,income_5_10,0,4.26830586953359,52.0566510817199,2546
2546RM,53,4,BU05183284,single-parent,income_1_10,0,4.26830586953359,52.0566510817199,2546
2546RM,989,3,BU05183284,single-parent,income_10_10,0,4.26830586953359,52.0566510817199,2546
2546RM,5220,1,BU05183284,single,income_5_10,1,4.26830586953359,52.0566510817199,2546
2546RM,7777,1,BU05183284,single,income_2_10,0,4.26830586953359,52.0566510817199,2546
2546RM,1206,3,BU05183284,couple_with_children,income_9_10,0,4.26830586953359,52.0566510817199,2546
2546RM,113,5,BU05183284,couple_with_children,income_9_10,0,4.26830586953359,52.0566510817199,2546
2546RM,1860,3,BU05183284,couple_with_children,income_4_10,0,4.26830586953359,52.0566510817199,2546
2546RM,1409,3,BU05183284,couple_with_children,income_2_10,0,4.26830586953359,52.0566510817199,2546
2546RM,408,3,BU05183284,single-parent,income_1_10,0,4.26830586953359,52.0566510817199,2546
2546RM,4223,1,BU05183284,single,income_2_10,0,4.26830586953359,52.0566510817199,2546
2546RM,2800,2,BU05183284,couple_without_children,income_10_10,0,4.26830586953359,52.0566510817199,2546
2546RM,1517,3,BU05183284,couple_with_children,income_1_10,0,4.26830586953359,52.0566510817199,2546
2546RM,2403,2,BU05183284,couple_without_children,income_1_10,0,4.26830586953359,52.0566510817199,2546
2546RM,2750,2,BU05183284,couple_without_children,income_6_10,0,4.26830586953359,52.0566510817199,2546
2546RM,7179,1,BU05183284,single,income_2_10,0,4.26830586953359,52.0566510817199,2546
2546RM,6110,1,BU05183284,single,income_3_10,1,4.26830586953359,52.0566510817199,2546
2546RM,3520,2,BU05183284,couple_without_children,income_4_10,0,4.26830586953359,52.0566510817199,2546
2546RM,7434,1,BU05183284,single,income_6_10,1,4.26830586953359,52.0566510817199,2546
2546RM,1541,3,BU05183284,couple_with_children,income_7_10,0,4.26830586953359,52.0566510817199,2546
2546RM,2960,2,BU05183284,couple_without_children,income_10_10,0,4.26830586953359,52.0566510817199,2546
2546RM,5936,1,BU05183284,single,income_8_10,1,4.26830586953359,52.0566510817199,2546
2546RM,6341,1,BU05183284,single,income_8_10,0,4.26830586953359,52.0566510817199,2546
2546RM,182,5,BU05183284,couple_with_children,income_1_10,0,4.26830586953359,52.0566510817199,2546
2546RM,4009,2,BU05183284,couple_without_children,income_5_10,0,4.26830586953359,52.0566510817199,2546
2546RM,5947,1,BU05183284,single,income_3_10,0,4.26830586953359,52.0566510817199,2546
2546RM,3089,2,BU05183284,couple_without_children,income_6_10,0,4.26830586953359,52.0566510817199,2546
2546RM,3325,2,BU05183284,couple_without_children,income_10_10,0,4.26830586953359,52.0566510817199,2546
2546RM,1100,4,BU05183284,couple_with_children,income_4_10,0,4.26830586953359,52.0566510817199,2546
2546RM,2707,2,BU05183284,couple_without_children,income_8_10,0,4.26830586953359,52.0566510817199,2546
2546RM,4141,1,BU05183284,single,income_6_10,1,4.26830586953359,52.0566510817199,2546
2546RM,652,4,BU05183284,couple_with_children,income_7_10,0,4.26830586953359,52.0566510817199,2546
2546RM,1242,3,BU05183284,couple_with_children,income_10_10,0,4.26830586953359,52.0566510817199,2546
2546RN,1561,3,BU05183284,couple_with_children,income_9_10,0,4.26975317580291,52.0555906093997,2546
2546RN,2088,2,BU05183284,single-parent,income_2_10,0,4.26975317580291,52.0555906093997,2546
2546RN,2585,2,BU05183284,couple_without_children,income_4_10,0,4.26975317580291,52.0555906093997,2546
2546RN,3478,2,BU05183284,couple_without_children,income_4_10,0,4.26975317580291,52.0555906093997,2546
2546RN,6764,1,BU05183284,single,income_4_10,0,4.26975317580291,52.0555906093997,2546
2546RN,6388,1,BU05183284,single,income_3_10,1,4.26975317580291,52.0555906093997,2546
2546RN,7306,1,BU05183284,single,income_7_10,0,4.26975317580291,52.0555906093997,2546
2546RN,4414,1,BU05183284,single,income_2_10,0,4.26975317580291,52.0555906093997,2546
2546RN,5483,1,BU05183284,single,income_1_10,0,4.26975317580291,52.0555906093997,2546
2546RN,5906,1,BU05183284,single,income_2_10,0,4.26975317580291,52.0555906093997,2546
2546RN,6230,1,BU05183284,single,income_3_10,0,4.26975317580291,52.0555906093997,2546
2546RN,6558,1,BU05183284,single,income_8_10,1,4.26975317580291,52.0555906093997,2546
2546RN,7957,1,BU05183284,single,income_5_10,1,4.26975317580291,52.0555906093997,2546
2546RN,513,3,BU05183284,single-parent,income_3_10,1,4.26975317580291,52.0555906093997,2546
2546RN,1859,2,BU05183284,single-parent,income_1_10,1,4.26975317580291,52.0555906093997,2546
2546RN,3103,2,BU05183284,couple_without_children,income_9_10,0,4.26975317580291,52.0555906093997,2546
2546RN,4740,1,BU05183284,single,income_1_10,0,4.26975317580291,52.0555906093997,2546
2546RN,1474,3,BU05183284,couple_with_children,income_1_10,0,4.26975317580291,52.0555906093997,2546
2546RN,5494,1,BU05183284,single,income_3_10,0,4.26975317580291,52.0555906093997,2546
2546RN,2283,2,BU05183284,couple_without_children,income_2_10,0,4.26975317580291,52.0555906093997,2546
2546RN,7472,1,BU05183284,single,income_5_10,0,4.26975317580291,52.0555906093997,2546
2546RN,3694,2,BU05183284,couple_without_children,income_9_10,0,4.26975317580291,52.0555906093997,2546
2546RN,251,4,BU05183284,single-parent,income_1_10,1,4.26975317580291,52.0555906093997,2546
2546RN,2108,3,BU05183284,couple_with_children,income_10_10,0,4.26975317580291,52.0555906093997,2546
2546RN,589,3,BU05183284,single-parent,income_1_10,0,4.26975317580291,52.0555906093997,2546
2546RN,2606,2,BU05183284,couple_without_children,income_2_10,0,4.26975317580291,52.0555906093997,2546
2546RN,1796,2,BU05183284,single-parent,income_1_10,0,4.26975317580291,52.0555906093997,2546
2546RN,1639,3,BU05183284,couple_with_children,income_6_10,0,4.26975317580291,52.0555906093997,2546
2546RN,7140,1,BU05183284,single,income_2_10,0,4.26975317580291,52.0555906093997,2546
2546RN,2216,2,BU05183284,couple_without_children,income_5_10,0,4.26975317580291,52.0555906093997,2546
2546RP,3497,2,BU05183284,couple_without_children,income_9_10,0,4.27032466453202,52.0590264573356,2546
2546RP,5639,1,BU05183284,single,income_1_10,1,4.27032466453202,52.0590264573356,2546
2546RP,2005,3,BU05183284,couple_with_children,income_3_10,0,4.27032466453202,52.0590264573356,2546
2546RP,2245,2,BU05183284,couple_without_children,income_2_10,0,4.27032466453202,52.0590264573356,2546
2546RP,4302,1,BU05183284,single,income_4_10,0,4.27032466453202,52.0590264573356,2546
2546RP,1151,2,BU05183284,single-parent,income_7_10,0,4.27032466453202,52.0590264573356,2546
2546RP,2203,2,BU05183284,couple_without_children,income_10_10,0,4.27032466453202,52.0590264573356,2546
2546RP,7305,1,BU05183284,single,income_2_10,1,4.27032466453202,52.0590264573356,2546
2546RP,2085,3,BU05183284,couple_with_children,income_10_10,0,4.27032466453202,52.0590264573356,2546
2546RP,2427,2,BU05183284,couple_without_children,income_9_10,0,4.27032466453202,52.0590264573356,2546
2546RP,6126,1,BU05183284,single,income_1_10,0,4.27032466453202,52.0590264573356,2546
2546RP,1556,3,BU05183284,couple_with_children,income_2_10,0,4.27032466453202,52.0590264573356,2546
2546RP,7421,1,BU05183284,single,income_1_10,0,4.27032466453202,52.0590264573356,2546
2546RP,2927,2,BU05183284,couple_without_children,income_9_10,0,4.27032466453202,52.0590264573356,2546
2546RP,3305,2,BU05183284,couple_without_children,income_1_10,0,4.27032466453202,52.0590264573356,2546
2546RP,387,4,BU05183284,couple_with_children,income_5_10,0,4.27032466453202,52.0590264573356,2546
2546RP,2840,2,BU05183284,couple_without_children,income_2_10,0,4.27032466453202,52.0590264573356,2546
2546RP,5295,1,BU05183284,single,income_2_10,1,4.27032466453202,52.0590264573356,2546
2546RP,1507,3,BU05183284,couple_with_children,income_5_10,0,4.27032466453202,52.0590264573356,2546
2546RP,1555,3,BU05183284,couple_with_children,income_4_10,0,4.27032466453202,52.0590264573356,2546
2546RP,583,3,BU05183284,single-parent,income_6_10,0,4.27032466453202,52.0590264573356,2546
2546RP,6880,1,BU05183284,single,income_6_10,1,4.27032466453202,52.0590264573356,2546
2546RP,6927,1,BU05183284,single,income_1_10,0,4.27032466453202,52.0590264573356,2546
2546RP,475,3,BU05183284,single-parent,income_7_10,0,4.27032466453202,52.0590264573356,2546
2546RP,611,4,BU05183284,couple_with_children,income_10_10,0,4.27032466453202,52.0590264573356,2546
2546RP,4459,1,BU05183284,single,income_2_10,0,4.27032466453202,52.0590264573356,2546
2546RP,1681,3,BU05183284,couple_with_children,income_5_10,0,4.27032466453202,52.0590264573356,2546
2546RP,5951,1,BU05183284,single,income_2_10,1,4.27032466453202,52.0590264573356,2546
2546RP,7621,1,BU05183284,single,income_5_10,0,4.27032466453202,52.0590264573356,2546
2546RP,4509,1,BU05183284,single,income_5_10,0,4.27032466453202,52.0590264573356,2546
2546RP,3231,2,BU05183284,couple_without_children,income_3_10,0,4.27032466453202,52.0590264573356,2546
2546RP,1910,2,BU05183284,single-parent,income_3_10,0,4.27032466453202,52.0590264573356,2546
2546RP,6953,1,BU05183284,single,income_2_10,1,4.27032466453202,52.0590264573356,2546
2546RP,3402,2,BU05183284,couple_without_children,income_9_10,0,4.27032466453202,52.0590264573356,2546
2546RP,1290,3,BU05183284,couple_with_children,income_2_10,0,4.27032466453202,52.0590264573356,2546
2546RP,314,4,BU05183284,single-parent,income_1_10,1,4.27032466453202,52.0590264573356,2546
2546RP,3730,2,BU05183284,couple_without_children,income_10_10,0,4.27032466453202,52.0590264573356,2546
2546RP,2495,2,BU05183284,couple_without_children,income_3_10,0,4.27032466453202,52.0590264573356,2546
2546RP,5469,1,BU05183284,single,income_1_10,1,4.27032466453202,52.0590264573356,2546
2546RP,5187,1,BU05183284,single,income_9_10,0,4.27032466453202,52.0590264573356,2546
2546RP,6157,1,BU05183284,single,income_1_10,1,4.27032466453202,52.0590264573356,2546
2546RP,6141,1,BU05183284,single,income_7_10,0,4.27032466453202,52.0590264573356,2546
2546RP,7244,1,BU05183284,single,income_1_10,0,4.27032466453202,52.0590264573356,2546
2546RP,4364,1,BU05183284,single,income_2_10,1,4.27032466453202,52.0590264573356,2546
2546RP,3952,2,BU05183284,couple_without_children,income_5_10,0,4.27032466453202,52.0590264573356,2546
2546RR,5567,1,BU05183284,single,income_4_10,1,4.26976294049831,52.0587049617113,2546
2546RR,3784,2,BU05183284,couple_without_children,income_2_10,0,4.26976294049831,52.0587049617113,2546
2546RR,3995,2,BU05183284,couple_without_children,income_6_10,0,4.26976294049831,52.0587049617113,2546
2546RR,2043,2,BU05183284,single-parent,income_1_10,0,4.26976294049831,52.0587049617113,2546
2546RR,2335,2,BU05183284,couple_without_children,income_10_10,0,4.26976294049831,52.0587049617113,2546
2546RR,2410,2,BU05183284,couple_without_children,income_4_10,0,4.26976294049831,52.0587049617113,2546
2546RR,1568,3,BU05183284,couple_with_children,income_3_10,0,4.26976294049831,52.0587049617113,2546
2546RR,2590,2,BU05183284,couple_without_children,income_6_10,0,4.26976294049831,52.0587049617113,2546
2546RR,6787,1,BU05183284,single,income_1_10,1,4.26976294049831,52.0587049617113,2546
2546RR,262,5,BU05183284,couple_with_children,income_6_10,0,4.26976294049831,52.0587049617113,2546
2546RR,531,3,BU05183284,single-parent,income_1_10,1,4.26976294049831,52.0587049617113,2546
2546RR,3662,2,BU05183284,couple_without_children,income_9_10,0,4.26976294049831,52.0587049617113,2546
2546RR,7340,1,BU05183284,single,income_1_10,1,4.26976294049831,52.0587049617113,2546
2546RR,86,5,BU05183284,couple_with_children,income_5_10,0,4.26976294049831,52.0587049617113,2546
2546RR,6977,1,BU05183284,single,income_1_10,1,4.26976294049831,52.0587049617113,2546
2546RR,3598,2,BU05183284,couple_without_children,income_6_10,0,4.26976294049831,52.0587049617113,2546
2546RR,1657,3,BU05183284,couple_with_children,income_3_10,0,4.26976294049831,52.0587049617113,2546
2546RR,3127,2,BU05183284,couple_without_children,income_1_10,0,4.26976294049831,52.0587049617113,2546
2546RR,1166,2,BU05183284,single-parent,income_4_10,0,4.26976294049831,52.0587049617113,2546
2546RR,392,3,BU05183284,single-parent,income_10_10,1,4.26976294049831,52.0587049617113,2546
2546RR,5314,1,BU05183284,single,income_3_10,1,4.26976294049831,52.0587049617113,2546
2546RR,7806,1,BU05183284,single,income_2_10,1,4.26976294049831,52.0587049617113,2546
2546RR,974,3,BU05183284,single-parent,income_6_10,1,4.26976294049831,52.0587049617113,2546
2546RR,4598,1,BU05183284,single,income_9_10,0,4.26976294049831,52.0587049617113,2546
